size,volume fraction
$\mu m$,-
2.5035700515688757,1.0775831798604742e-06
7.5107101547066275,2.670479980941027e-05
12.51785025784438,0.00011347765019800749
17.52499036098213,0.0002858045904506695
22.53213046411988,0.0005575417153383741
27.53927056725763,0.0009343350753336009
32.54641067039539,0.0014155636856969201
37.55355077353313,0.0019959418843873765
42.56069087667089,0.0026668318759521283
47.56783097980863,0.0034173104521673194
52.57497108294639,0.004235027891987207
57.58211118608414,0.005106891811318051
62.58925128922189,0.0060196041669077415
67.59639139235964,0.006960075638220173
72.60353149549739,0.007915738145738347
77.61067159863515,0.008874773251084598
82.6178117017729,0.009826271568302567
87.62495180491065,0.01076033604770988
92.63209190804841,0.011668140030730195
97.63923201118615,0.01254194927796007
102.6463721143239,0.01337511570983924
107.65351221746165,0.014162049340090032
112.66065232059941,0.01489817380052999
117.66779242373715,0.015579869929033633
122.67493252687491,0.01620441110019168
127.68207263001266,0.016769893302909712
132.6892127331504,0.017275162395291793
137.69635283628816,0.01771974048107344
142.70349293942593,0.018103752941698404
147.71063304256364,0.018427857313461977
152.71777314570141,0.018693174910874272
157.7249132488392,0.018901225857588154
162.7320533519769,0.019053867987972782
167.73919345511467,0.019153239919667126
172.74633355825245,0.01920170846498715
177.75347366139016,0.019201820442340103
182.76061376452793,0.019156258863881986
187.76775386766568,0.01906780340913551
192.77489397080342,0.01893929504322499
197.7820340739412,0.018773604600246848
202.78917417707893,0.018573605124903445
207.79631428021668,0.018342147747013652
212.80345438335445,0.01808204085227746
217.81059448649216,0.017796032307351196
222.81773458962994,0.017486794496723714
227.8248746927677,0.01715691193208875
232.83201479590542,0.016808871201055963
237.8391548990432,0.01644505303043401
242.84629500218097,0.016067726249369977
247.85343510531868,0.015679043448855668
252.86057520845645,0.015281038146110999
257.86771531159417,0.014875623274799119
262.87485541473194,0.014464590834650109
267.8819955178697,0.014049612546654629
272.8891356210074,0.013632241372365714
277.8962757241452,0.013213913767884035
282.90341582728297,0.012795952554696855
287.91055593042074,0.012379570300621043
292.91769603355846,0.011965873114611511
297.9248361366962,0.011555864769106236
302.93197623983394,0.011150451072866514
307.9391163429717,0.010750444425931115
312.9462564461095,0.010356568496337457
317.9533965492472,0.009969462965682534
322.960536652385,0.00958968829741904
327.9676767555227,0.009217730488027806
332.97481685866046,0.008854005766902736
337.98195696179823,0.008498865215954953
342.989097064936,0.008152599284619096
347.9962371680737,0.007815442180155013
353.00337727121143,0.0074875761169140515
358.0105173743492,0.007169135411609609
363.017657477487,0.006860210414626837
368.02479758062475,0.0065608512700552
373.03193768376246,0.006271071499456937
378.03907778690024,0.005990851406422346
383.04621789003795,0.0057201413007331205
388.0533579931757,0.005458864542483117
393.0604980963135,0.005206920407813505
398.06763819945127,0.004964186779028167
403.074778302589,0.004730522662784879
408.08191840572675,0.004505770540827208
413.08905850886447,0.0042897585583476
418.09619861200224,0.004082302555570331
423.10333871514,0.0038832079485278596
428.1104788182777,0.003692271465289276
433.1176189214155,0.0035092827440971674
438.1247590245532,0.00333402579999029
443.131899127691,0.003166280366544249
448.13903923082876,0.003005823119359977
453.14617933396653,0.0028524287878785286
458.15331943710424,0.002705871162007895
463.160459540242,0.0025659239999200954
468.16759964337973,0.002432361843220401
473.1747397465175,0.00230496074551081
478.1818798496553,0.0021834989201713934
483.18901995279305,0.0020677573129700214
488.19616005593076,0.0019575201048870707
493.2033001590685,0.001852575150310167
498.21044026220625,0.0017527143555175918
503.217580365344,0.0016577340021302195
508.2247204684818,0.0015674350199728158
513.2318605716194,0.0014816232135479257
518.2390006747572,0.0014001094460911695
523.246140777895,0.0013227097849465074
528.2532808810328,0.0012492456117752216
533.2604209841705,0.0011795437008938607
538.2675610873083,0.001113436268824704
543.274701190446,0.0010507609979381724
548.2818412935837,0.0009913610368703315
553.2889813967215,0.0009350849802105397
558.2961214998593,0.0008817868297745629
563.303261602997,0.0008313259396071734
568.3104017061348,0.0007835669466954753
573.3175418092726,0.0007383796892198383
578.3246819124103,0.0006956391140232977
583.331822015548,0.0006552251748424799
588.3389621186858,0.0006170227227132931
593.3461022218236,0.0005809213898426458
598.3532423249612,0.0005468154681230157
603.360382428099,0.000514603783359564
608.3675225312368,0.0004841895661794041
613.3746626343745,0.00045548032049926593
618.3818027375123,0.0004283876903409202
623.3889428406501,0.00040282732570298213
628.3960829437879,0.0003787187481228373
633.4032230469255,0.0003559852164931257
638.4103631500633,0.0003345535936331817
643.4175032532011,0.00031435421405676724
648.4246433563388,0.0002953207533230921
653.4317834594765,0.00027739009930818247
658.4389235626143,0.0002605022256878913
663.446063665752,0.00024460006788198593
668.4532037688898,0.00022962940167053176
673.4603438720276,0.00021553872465899328
678.4674839751654,0.00020227914073686732
683.4746240783031,0.00018980424764601574
688.4817641814408,0.0001780700277489813
693.4889042845786,0.00016703474206425348
698.4960443877163,0.00015665882761449327
703.5031844908541,0.00014690479811498057
708.5103245939918,0.0001377371480128251
713.5174646971295,0.00012912225987262547
718.5246048002673,0.00012102831509113128
723.5317449034051,0.00011342520791191726
728.5388850065428,0.00010628446270097328
733.5460251096806,9.957915443535136e-05
738.5531652128184,9.328383234944839e-05
743.560305315956,8.737444667705223e-05
748.5674454190938,8.182827842183775e-05
753.5745855222316,7.662387208446285e-05
758.5817256253694,7.174097127071303e-05
763.5888657285071,6.716045710218484e-05
768.5960058316448,6.286428934871403e-05
773.6031459347826,5.883545020007372e-05
778.6102860379203,5.505789059333113e-05
783.6174261410581,5.1516479011593885e-05
788.6245662441959,4.8196952669650006e-05
793.6317063473336,4.508587100216228e-05
798.6388464504713,4.2170571370562535e-05
803.6459865536091,3.943912690557588e-05
808.6531266567468,3.688030640334011e-05
813.6602667598846,3.4483536194345226e-05
818.6674068630224,3.223886390586489e-05
823.67454696616,3.0136924040160944e-05
828.6816870692978,2.816890529248582e-05
833.6888271724356,2.6326519534762415e-05
838.6959672755734,2.4601972392768032e-05
843.7031073787111,2.2987935346665015e-05
848.7102474818489,2.14775192867929e-05
853.7173875849866,2.0064249458747075e-05
858.7245276881243,1.8742041733904446e-05
863.7316677912621,1.7505180143705894e-05
868.7388078943999,1.634829561815585e-05
873.7459479975375,1.526634587114371e-05
